id,url,name,about,is_superhost,thumbnail_url,picture_url,verifications,location,neighbourhood,since,response_time,response_rate,acceptance_rate,listings_count,total_listings_count,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
121680792,https://www.airbnb.com/users/show/121680792,Evolve,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",False,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_x_medium,"['email', 'phone']",United States,Highland Lakes,2017-03-20,within an hour,100.0,99.0,1208,2310,6,6,0,0
339085327,https://www.airbnb.com/users/show/339085327,Arkady,no about,False,https://a0.muscache.com/im/pictures/user/adac3d03-29a3-4872-b6be-928776fae6f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/adac3d03-29a3-4872-b6be-928776fae6f4.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2020-02-26,within an hour,100.0,98.0,1,1,1,1,0,0
649068,https://www.airbnb.com/users/show/649068,Anthony,"Registered Nurse traveling the country with my dog, Piper. Renting my home pays for dog food! ",False,https://a0.muscache.com/im/pictures/user/6db97c4b-10fd-4c7f-a4d9-cb24461672b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6db97c4b-10fd-4c7f-a4d9-cb24461672b8.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",East Riverside - Oltorf,2011-05-31,within an hour,100.0,87.0,2,2,1,1,0,0
272907816,https://www.airbnb.com/users/show/272907816,Angela, ,False,https://a0.muscache.com/im/pictures/user/153f9845-f918-45b8-94e0-f0e6f8cedfde.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/153f9845-f918-45b8-94e0-f0e6f8cedfde.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pastures,2019-07-02,within a day,100.0,91.0,4,6,4,4,0,0
299638115,https://www.airbnb.com/users/show/299638115,Dominick And Flerida,"Hi! My name is Dom . Due to my lineage in real estate and hospitality with my mom Flerida, I have developed a passion for hospitality and real estate, always looking to create amazing guest experiences. I will always try to meet your expectation and even go beyond the expectation of your stay. If you have suggestions for me, please let me know!  Flerida and I  own and operate multiple properties, from airbnb units to traditional bed and breakfasts.

Some great features I have are due to the inspirations of other guests that stayed with us at our other establishments and had interesting ideas. So please don't hesitate to let me know your thoughts. Feel free to communicate with me! 
Hope to see you soon, Dom",False,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Unknown,2019-10-03,within an hour,100.0,100.0,3,3,3,3,0,0
349460842,https://www.airbnb.com/users/show/349460842,Scott,Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our 4 Airbnb’s!,True,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2020-06-10,within an hour,100.0,98.0,10,10,10,4,6,0
232967878,https://www.airbnb.com/users/show/232967878,Diana,no about,True,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Delaware Avenue,2018-12-28,within an hour,99.0,98.0,27,39,25,25,0,0
355777684,https://www.airbnb.com/users/show/355777684,Lloyd,"Hello my name is Lloyd and I'm currently a Superhost on my personal listings for over 5 years. These listings I'm co-hosting with a family friend and hopefully you will get to enjoy some of our amazing spaces. We take pride in providing a great, clean space for your stay! We love questions so please ask us anything you'd like. Thank You for stopping by and safe traveling!",True,https://a0.muscache.com/im/pictures/user/044afeb0-994b-4ca3-b6ee-6e0e9ad61f8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/044afeb0-994b-4ca3-b6ee-6e0e9ad61f8f.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Central Avenue,2020-07-11,within an hour,100.0,96.0,3,3,3,3,0,0
355777684,https://www.airbnb.com/users/show/355777684,Lloyd,"Hello my name is Lloyd and I'm currently a Superhost on my personal listings for over 5 years. These listings I'm co-hosting with a family friend and hopefully you will get to enjoy some of our amazing spaces. We take pride in providing a great, clean space for your stay! We love questions so please ask us anything you'd like. Thank You for stopping by and safe traveling!",True,https://a0.muscache.com/im/pictures/user/044afeb0-994b-4ca3-b6ee-6e0e9ad61f8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/044afeb0-994b-4ca3-b6ee-6e0e9ad61f8f.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Central Avenue,2020-07-11,within an hour,100.0,96.0,3,3,3,3,0,0
353498132,https://www.airbnb.com/users/show/353498132,Michael,no about,True,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2020-07-04,within an hour,100.0,93.0,5,5,5,5,0,0
362851072,https://www.airbnb.com/users/show/362851072,Elsa,no about,True,https://a0.muscache.com/im/pictures/user/d5d15e59-b05f-4bd1-8604-068a7976e3bd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d5d15e59-b05f-4bd1-8604-068a7976e3bd.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2020-08-16,within an hour,100.0,100.0,1,1,1,1,0,0
272907816,https://www.airbnb.com/users/show/272907816,Angela, ,False,https://a0.muscache.com/im/pictures/user/153f9845-f918-45b8-94e0-f0e6f8cedfde.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/153f9845-f918-45b8-94e0-f0e6f8cedfde.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pastures,2019-07-02,within a day,100.0,91.0,4,6,4,4,0,0
165293595,https://www.airbnb.com/users/show/165293595,Kori,no about,True,https://a0.muscache.com/im/pictures/user/af4d6a23-c038-4ce2-ae7b-9c8e4e1c03d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/af4d6a23-c038-4ce2-ae7b-9c8e4e1c03d9.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Delmar, NY",Pine Hills,2018-01-01,within an hour,100.0,99.0,4,7,1,1,0,0
89705052,https://www.airbnb.com/users/show/89705052,Share,"We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",True,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2016-08-13,within an hour,100.0,100.0,4,9,4,0,4,0
47625981,https://www.airbnb.com/users/show/47625981,Linda,no about,False,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2015-10-28,within an hour,99.0,99.0,17,17,16,16,0,0
47625981,https://www.airbnb.com/users/show/47625981,Linda,no about,False,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2015-10-28,within an hour,99.0,99.0,17,17,16,16,0,0
47625981,https://www.airbnb.com/users/show/47625981,Linda,no about,False,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2015-10-28,within an hour,99.0,99.0,17,17,16,16,0,0
124848440,https://www.airbnb.com/users/show/124848440,Emilie,"Hi, my name is Emilie. I'm from Rochester, NY and have now made Albany, NY my home. My partner (Chris) and I own the home and have really enjoyed our time here! We love exploring and trying new restaurants.",True,https://a0.muscache.com/im/pictures/user/56cbcf89-f73e-425a-9f07-f59d9c8f1973.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/56cbcf89-f73e-425a-9f07-f59d9c8f1973.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2017-04-08,within an hour,100.0,88.0,1,1,1,0,1,0
69789449,https://www.airbnb.com/users/show/69789449,Dan,"Real Estate Management and Renovation in and around Albany, New York.",True,https://a0.muscache.com/im/pictures/user/ddb9af39-97ea-438c-8025-b0d0da67b016.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ddb9af39-97ea-438c-8025-b0d0da67b016.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Helderberg,2016-05-01,within an hour,100.0,99.0,1,1,1,1,0,0
152762198,https://www.airbnb.com/users/show/152762198,Allen,"Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do. ",True,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2017-09-30,within an hour,100.0,99.0,9,17,9,9,0,0
19648678,https://www.airbnb.com/users/show/19648678,Terra,"I'm from Kansas City, MO. I've driven the entire US, logging over a  million miles on a 10 year working road trip. I settled in Albany, NY, a hardworking, no-nonsense sort of town, drenched in history, education and politics. I love this town not just for the town itself as much as the location. It's truly a sportsman's(sportswoman's) paradise, while being so close to very civilized civilization. There's easy access to NYC, Saratoga, Lake George, Vermont, Montreal & my favorite The Berkshires in Massachusetts.  ",False,https://a0.muscache.com/im/users/19648678/profile_pic/1407449767/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19648678/profile_pic/1407449767/original.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2014-08-07,within a few hours,100.0,76.0,4,7,4,4,0,0
152762198,https://www.airbnb.com/users/show/152762198,Allen,"Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do. ",True,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2017-09-30,within an hour,100.0,99.0,9,17,9,9,0,0
382970529,https://www.airbnb.com/users/show/382970529,Thomas,I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,True,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,['phone'],"Albany, NY",Melrose,2021-01-04,within an hour,100.0,97.0,12,19,12,2,10,0
299638115,https://www.airbnb.com/users/show/299638115,Dominick And Flerida,"Hi! My name is Dom . Due to my lineage in real estate and hospitality with my mom Flerida, I have developed a passion for hospitality and real estate, always looking to create amazing guest experiences. I will always try to meet your expectation and even go beyond the expectation of your stay. If you have suggestions for me, please let me know!  Flerida and I  own and operate multiple properties, from airbnb units to traditional bed and breakfasts.

Some great features I have are due to the inspirations of other guests that stayed with us at our other establishments and had interesting ideas. So please don't hesitate to let me know your thoughts. Feel free to communicate with me! 
Hope to see you soon, Dom",False,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Unknown,2019-10-03,within an hour,100.0,100.0,3,3,3,3,0,0
21886921,https://www.airbnb.com/users/show/21886921,David,We love to travel the world and we value our hosts because we too are hosts. ,False,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Saratoga Springs, NY",Pine Hills,2014-09-28,within an hour,100.0,68.0,3,5,2,2,0,0
385664127,https://www.airbnb.com/users/show/385664127,Dillon,Hi I'm Dillon! New York born and  raised! Love traveling the world and exploring other cultures. Happy to give recommendations during your stay! ,True,https://a0.muscache.com/im/pictures/user/a7608a97-3406-4219-98ce-c80f49763763.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7608a97-3406-4219-98ce-c80f49763763.jpg?aki_policy=profile_x_medium,"['email', 'phone']","New York, NY",Downtown,2021-01-22,within an hour,100.0,98.0,7,9,2,2,0,0
349460842,https://www.airbnb.com/users/show/349460842,Scott,Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our 4 Airbnb’s!,True,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2020-06-10,within an hour,100.0,98.0,10,10,10,4,6,0
385664127,https://www.airbnb.com/users/show/385664127,Dillon,Hi I'm Dillon! New York born and  raised! Love traveling the world and exploring other cultures. Happy to give recommendations during your stay! ,True,https://a0.muscache.com/im/pictures/user/a7608a97-3406-4219-98ce-c80f49763763.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7608a97-3406-4219-98ce-c80f49763763.jpg?aki_policy=profile_x_medium,"['email', 'phone']","New York, NY",Downtown,2021-01-22,within an hour,100.0,98.0,7,9,2,2,0,0
98744672,https://www.airbnb.com/users/show/98744672,Bela,"My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",True,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Pine Hills,2016-10-08,within an hour,100.0,98.0,8,8,8,2,6,0
4259750,https://www.airbnb.com/users/show/4259750,Peter,"I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/53eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",True,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2012-11-27,within an hour,94.0,88.0,9,14,9,9,0,0
219746338,https://www.airbnb.com/users/show/219746338,Nicola,"Hello my name is Nicola, I’m a single mother. I love to travel a lot with my 10 year old son.
I live in New York. I go back and forth to the city a lot for work. I’m a photographer, for 4 years now. I love my job. I’m originally from Brooklyn, I been upstate for a few months now and it’s has been awesome to me. ",False,https://a0.muscache.com/im/pictures/user/5e1224d5-ef91-41e3-be7b-67a5a4a8a1a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e1224d5-ef91-41e3-be7b-67a5a4a8a1a3.jpg?aki_policy=profile_x_medium,"['email', 'phone']","New York, NY",Ten Broeck Triangle,2018-10-09,within a day,50.0,0.0,1,1,1,0,0,1
172658781,https://www.airbnb.com/users/show/172658781,Jessica,no about,True,https://a0.muscache.com/im/pictures/user/178d6f17-2289-488a-be85-96aa44b8aed4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/178d6f17-2289-488a-be85-96aa44b8aed4.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Manning Boulevard,2018-02-10,within an hour,100.0,100.0,5,5,3,3,0,0
48490017,https://www.airbnb.com/users/show/48490017,Todd,"I’ve been living in the NY Capital Region since 2016, and currently work full-time as a Sr. Performance Engineer in Renewable Energy (Onshore Wind). I’m also an avid athlete, and enjoy weightlifting as well as Brazilian Jiu-Jitsu. I also love food, art, fashion, design, and adventure - especially with my partner, Pan.",True,https://a0.muscache.com/im/pictures/user/8cc2dec8-985f-4a48-a414-f00ba118b568.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8cc2dec8-985f-4a48-a414-f00ba118b568.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2015-11-08,within a few hours,100.0,89.0,1,1,1,1,0,0
47625981,https://www.airbnb.com/users/show/47625981,Linda,no about,False,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2015-10-28,within an hour,99.0,99.0,17,17,16,16,0,0
105597161,https://www.airbnb.com/users/show/105597161,Kate And Jake,Welcome to Albany! We are a young professional couple from Upstate New York. We've put a lot of work into renovating our 100+ years old home and would love to host you!,True,https://a0.muscache.com/im/pictures/user/User-105597161/original/dc435dd4-ff93-4fe0-9280-67ca1e024944.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-105597161/original/dc435dd4-ff93-4fe0-9280-67ca1e024944.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Central Avenue,2016-11-29,within an hour,100.0,100.0,1,1,1,1,0,0
188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,"I'm a caring mother with a love for health, wellness, gardening, cooking, travel, design, and aesthetics. As a detail-oriented individual and native to the Capital District, I'm dedicated to ensuring my guests have a delightful stay in Albany.",True,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2018-05-09,within a few hours,97.0,23.0,9,9,8,8,0,0
172539578,https://www.airbnb.com/users/show/172539578,David Yisrael,"I love to make biodiverse gardens, paint, kayak, and read. spending time with my friends and family and helping others have safe places to explore and play are meaningful to me.",True,https://a0.muscache.com/im/pictures/user/f4cbc7d3-a801-438c-9431-216bad89825b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4cbc7d3-a801-438c-9431-216bad89825b.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Unknown,2018-02-09,within an hour,100.0,95.0,2,4,2,1,1,0
47625981,https://www.airbnb.com/users/show/47625981,Linda,no about,False,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2015-10-28,within an hour,99.0,99.0,17,17,16,16,0,0
414738935,https://www.airbnb.com/users/show/414738935,Sonya,no about,False,https://a0.muscache.com/im/pictures/user/2262026a-baa4-4176-9fab-9f287e537339.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2262026a-baa4-4176-9fab-9f287e537339.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Sheridan Hollow,2021-07-23,within an hour,100.0,99.0,1,1,1,1,0,0
416799784,https://www.airbnb.com/users/show/416799784,Rosie,"Our team works hard to ensure guests feel welcome while honoring their privacy at a fair rate.  Thank you for looking us up~we hope to see you soon! 

Please note, that there is some minor construction happening nearby as reflected in the nightly rate. ",False,https://a0.muscache.com/im/pictures/user/b84fe6c8-e1c6-4a9a-acdd-e3e57e8a8391.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b84fe6c8-e1c6-4a9a-acdd-e3e57e8a8391.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Washington Park,2021-08-04,within an hour,100.0,55.0,1,1,1,1,0,0
394420519,https://www.airbnb.com/users/show/394420519,All Seasons,no about,False,https://a0.muscache.com/im/pictures/user/07714e7d-1705-4696-b180-2aa9cdb56761.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/07714e7d-1705-4696-b180-2aa9cdb56761.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Glenville, NY",Downtown,2021-03-27,within an hour,90.0,86.0,8,11,1,1,0,0
392074908,https://www.airbnb.com/users/show/392074908,Jerry,no about,False,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2021-03-11,within an hour,92.0,90.0,4,7,4,4,0,0
47625981,https://www.airbnb.com/users/show/47625981,Linda,no about,False,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2015-10-28,within an hour,99.0,99.0,17,17,16,16,0,0
60293220,https://www.airbnb.com/users/show/60293220,David,no about,False,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Latham, NY",Ten Broeck Triangle,2016-02-24,within an hour,86.0,100.0,3,3,3,3,0,0
392074908,https://www.airbnb.com/users/show/392074908,Jerry,no about,False,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2021-03-11,within an hour,92.0,90.0,4,7,4,4,0,0
418024477,https://www.airbnb.com/users/show/418024477,Marlene,"My family has owned and operated Café Capriccio, an award-winning restaurant in Albany NY since 1982. Since then, we have taken over a thousand travelers to Italy, especially to Fattoria Lavacchio, our vineyard home in the Chianti region of Tuscany.  Our Airbnbs are reminiscent of  the look and feel of our Tuscan experiences.
After a long career as a musician, music educator, and arts administrator, I am delighted to host your visit to Albany!",True,https://a0.muscache.com/im/pictures/user/3569e8e1-9bff-4f86-81f8-85dab949ed9b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3569e8e1-9bff-4f86-81f8-85dab949ed9b.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2021-08-11,within an hour,100.0,96.0,1,4,1,1,0,0
392074908,https://www.airbnb.com/users/show/392074908,Jerry,no about,False,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/887ef5ba-730a-4e57-a743-10642ec14bcd.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2021-03-11,within an hour,92.0,90.0,4,7,4,4,0,0
